Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_St_Fergus_hourly,500,72,0.0001,16,52.049286,5.358428,7.214519103077618,2.0735295,-1.4556146,272.83234,140.73781,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,16,21.7912,3.690164,4.668104608705485,0.10799,-42.821987,8.544131,8.83483,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,16,90.48628,6.7574677,9.512427784148104,0.2000641,-0.50485003,1111.3788,17.0703,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,16,300.1547,13.349851,17.324973119849727,0.13221103,-2.534542,11.087552,10.037517,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,32,472.4824,18.87073,21.736660078250797,0.4798036,-0.18634665,66.162315,47.435333,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,32,58.109116,5.6262045,7.62293352985489,2.190912,-1.741509,313.18744,138.41937,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,32,18.979443,3.4762304,4.35654020943633,0.100782394,-37.167557,8.063773,8.000362,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,32,98.209305,6.5239005,9.910060787380182,0.20842707,-0.63328934,1214.1277,16.294569,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,32,405.06912,15.770091,20.126329081937747,0.15358883,-3.7699866,12.959014,11.502759,9.215226,131.04031
Volumrate_Easington_hourly,500,48,0.001,16,332.52768,15.591458,18.23534149511216,0.4029987,0.16061711,50.094193,41.16529,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,16,66.03565,6.062139,8.12623234719784,2.2472787,-1.7784061,383.97714,134.05563,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,16,20.615837,3.5068612,4.540466616678066,0.10505172,-40.615524,8.129853,7.898923,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,16,104.54871,5.588932,10.224906536691767,0.21498807,-0.73872495,1504.1746,13.417025,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,16,463.55066,17.828888,21.530226640230417,0.16432075,-4.462469,14.717166,12.918623,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.001,32,539.8825,19.83577,23.23537189984741,0.5134987,-0.3627981,58.80027,52.279163,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,32,71.35796,6.175284,8.447364296750301,2.3360865,-2.002339,316.24542,144.80914,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,32,14.709556,3.13968,3.835303850533296,0.08873653,-28.692993,7.280526,7.2512784,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,32,91.28848,6.197797,9.554500649746988,0.20089217,-0.5181973,1248.1575,15.406196,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,32,245.76646,12.140433,15.676940525287401,0.11964792,-1.896106,10.080454,9.062242,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.0001,16,522.264,19.633694,22.853095568232792,0.5050505,-0.31832457,70.50641,50.470448,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,16,45.654408,5.1686177,6.756804533299798,1.8685687,-0.920879,279.01102,132.78844,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,16,15.132155,3.1785998,3.890007123180624,0.09000218,-29.546062,7.3650947,7.4767656,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,16,86.83793,6.4927692,9.318687073401094,0.19593398,-0.4441812,1084.0559,16.630081,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,16,213.52007,11.060162,14.61232580076208,0.111522675,-1.5161152,9.278986,8.370479,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.0001,32,485.53632,19.324837,22.03488860688814,0.4869682,-0.22561479,72.94856,49.529964,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,32,50.68455,5.226606,7.119308339931181,1.9688178,-1.132519,274.4303,132.57178,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,32,16.990484,3.235291,4.121951508408475,0.09536863,-33.29732,7.4944777,7.818929,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,32,99.20769,7.417119,9.960305586573622,0.20942459,-0.6498996,1097.3839,18.951338,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,32,176.24567,9.83618,13.275754837443566,0.10132184,-1.0768745,8.286577,7.628896,9.212004,131.0256
Volumrate_Easington_hourly,500,72,0.001,16,846.1724,23.876286,29.089043028542658,0.6420962,-1.1246374,57.75933,64.43707,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,16,22.042107,2.9234087,4.694902195830918,1.3493649,-0.039916635,226.28285,73.28282,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,16,629.99524,23.227713,25.0997059595887,0.5806462,-1265.9171,53.688145,78.23272,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,16,817.0178,26.470818,28.583523615286218,0.6011648,-12.587578,808.9015,81.4536,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,16,2613.229,46.83592,51.119751602548405,0.39010707,-29.772694,35.915745,44.493275,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.001,32,847.94415,24.281176,29.119480641522973,0.6427681,-1.129086,58.31584,64.5445,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,32,25.354614,2.6570292,5.035336558544275,1.4472092,-0.1961962,126.150345,83.98695,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,32,566.8116,22.370916,23.80780511665568,0.5507599,-1138.8551,51.71746,73.71825,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,32,903.9111,28.943525,30.065113866029908,0.6323254,-14.032673,823.781,89.67908,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,32,2341.3467,44.842873,48.38746407580687,0.36925632,-26.57108,34.407063,42.479008,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,16,816.24615,23.884504,28.570021959829788,0.6306397,-1.0494962,58.69578,64.21646,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,16,21.743166,2.5219922,4.662956784042571,1.3401833,-0.025812984,145.53003,69.81902,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,16,533.7873,21.43253,23.103837180876877,0.5344746,-1072.4434,49.554546,70.29693,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,16,726.22,25.166534,26.948468800715283,0.5667766,-11.077545,829.128,75.60228,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,16,2129.536,41.275887,46.146894680702786,0.352158,-24.076849,31.644136,38.827682,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,32,755.1068,22.698406,27.479206894003283,0.60656154,-0.8959826,55.4367,60.688835,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,32,23.341677,2.7945068,4.831322459951947,1.3885735,-0.101228476,174.8796,73.60863,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,32,549.112,21.912806,23.433138917177075,0.5420925,-1103.2614,50.688595,72.095726,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,32,738.63824,25.53786,27.17789993043808,0.571602,-11.28407,829.4081,76.90586,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,32,2199.0168,42.487095,46.89367596705472,0.35785687,-24.89504,32.51832,39.952045,9.215226,131.04031
