Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Easington_hourly,500,48,0.001,32,85.65352,6.1582065,9.254918620752848,0.20453252,0.78378916,23.854593,22.60339,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,32,11.338684,1.983434,3.367296256944323,0.931213,0.5229324,139.26152,87.23356,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,32,0.6396859,0.5152197,0.7998036814253631,0.018504871,-0.29128242,1.2113386,1.1994034,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,32,26.317818,2.4102929,5.130089442493988,0.10786485,0.56231457,641.97205,8.220853,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,32,54.354923,3.3122816,7.372579144932322,0.056268234,0.35948294,3.1173327,2.787168,9.212004,131.0256
Volumrate_Easington_hourly,500,72,0.001,16,142.82936,7.8248878,11.951123836774267,0.26380283,0.6413726,35.79352,24.39068,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,16,17.314878,2.3079555,4.161115050529739,1.1959487,0.18310761,172.62375,84.29754,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,16,1.0321023,0.69229573,1.0159243802667048,0.023501972,-1.0755522,1.6162415,1.6248504,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,16,38.598392,2.6508312,6.212760456236202,0.13066594,0.35808176,861.627,8.4205065,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,16,69.78627,4.334259,8.353817698609515,0.063749984,0.17821538,3.977265,3.5515866,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.001,32,138.63162,8.155932,11.774193064259356,0.25989732,0.6519126,30.942123,27.356985,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,32,16.92559,2.113715,4.114072254486632,1.1824281,0.20147365,156.05362,68.199875,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,32,1.1900024,0.77095807,1.0908723304797174,0.025235787,-1.3930886,1.803981,1.788487,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,32,43.80977,3.1050715,6.618894822910983,0.13920772,0.2714129,840.90015,9.554497,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,32,75.78292,4.566396,8.705338640018683,0.06643252,0.10760039,4.0891137,3.7857008,9.215226,131.04031
Volumrate_Easington_hourly,500,24,0.0001,16,34.808712,3.7778835,5.8998908469238,0.13055243,0.9115983,16.173288,16.55779,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,5.462037,1.51346,2.337100144727824,0.6232183,0.7917532,102.24135,71.948616,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,0.32732928,0.30404958,0.5721269771582603,0.013238303,0.3345589,0.7180758,0.714073,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,7.537361,1.2514874,2.7454254943486505,0.05771055,0.87456524,219.18394,6.063474,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,24.929739,2.1204581,4.992968956283734,0.038110264,0.7057166,1.9741669,1.8657612,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,32,33.44888,3.6561584,5.783500604473328,0.12797695,0.9150518,15.564489,16.059904,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,5.153248,1.4174645,2.270076613960849,0.6053456,0.80352616,103.13556,62.237213,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,0.31969416,0.31750077,0.5654150346560481,0.013082998,0.35008067,0.7497814,0.74385947,0.70135456,43.217545
