Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Frankrike_hourly,500,24,0.00025,32,73.89574,5.418755,8.59626294934816,233404260.0,14.268361,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.00025,32,112.97972,6.222338,10.629191929273642,5.6578054,4.9505816,9.203986,131.01375
Volumrate_Easington_hourly,500,24,0.0001,16,211.96407,10.758231,14.558985732246523,48.196774,29.660336,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,28.96632,4.012018,5.382036792687486,269460960.0,86.943565,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,2.0586684,0.99995387,1.4348060409042258,2.330308,2.3302777,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,70.10664,5.098185,8.37297101850698,237756180.0,13.562027,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,99.58959,5.7886295,9.979458501340664,5.2640314,4.62322,9.203986,131.01375
Volumrate_Easington_hourly,500,24,0.0001,32,212.2305,10.908309,14.568133005556275,46.60655,30.13861,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,25.653913,3.0124278,5.064969249455006,198200750.0,69.64552,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,2.290258,1.0551528,1.513359815363027,2.4563468,2.4738197,0.70135456,43.217545
