Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,MAPE,SMAPE,Std.Dev,Mean
Volumrate_St_Fergus_hourly,500,48,0.00025,16,33.779736,4.777667,5.812033685826807,255891230.0,99.803505,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.00025,16,2.9912617,1.3455607,1.729526444046852,3.1234767,3.1779437,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.00025,16,86.76357,5.0981793,9.314696596930633,262244800.0,12.883009,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.00025,16,200.48685,9.142981,14.159337799622838,8.049929,6.9608836,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.00025,32,432.69995,16.321892,20.801441084018073,79.02407,40.637108,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.00025,32,40.7893,4.6472974,6.386650061748371,250785570.0,95.39589,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.00025,32,3.719794,1.5240558,1.9286767575096366,3.5387025,3.6029258,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.00025,32,73.93924,4.4916005,8.598792909586388,256028050.0,11.608981,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.00025,32,219.33122,10.085986,14.80983533109601,8.817329,7.652808,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.0001,16,468.1991,16.862701,21.637908787119134,77.4645,41.83203,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,16,38.927258,4.377787,6.239171222032763,254009500.0,86.71186,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.0001,16,5.0774784,1.7714145,2.2533260768946595,4.1162066,4.0676208,0.70383817,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,16,96.23753,5.9970512,9.810073066462651,261709200.0,14.899423,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,16,218.44434,10.291128,14.779862514160948,8.94897,7.7937565,9.212003,131.0256
Volumrate_Easington_hourly,500,48,0.0001,32,441.00723,17.285149,21.00017220562764,67.15894,44.846325,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,32,37.543846,4.4847007,6.127303332655492,231143740.0,90.37786,4.8751874,3.6160324
Volumrate_Belgia_hourly,500,48,0.0001,32,3.517114,1.4534789,1.8753970043770705,3.3738039,3.4063756,0.70383817,43.221252
