Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_St_Fergus_hourly,500,48,0.01,16,11.551264,1.7821436,3.3987150232410044,0.93990177,0.51398826,143.90048,59.242577,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.01,16,0.84815836,0.53383976,0.9209551343727814,0.021307923,-0.71210885,1.2493894,1.2568405,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.01,16,32.020336,3.1691196,5.658651442801814,0.11897835,0.46747732,673.04895,9.931387,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.01,16,65.81408,3.4070435,8.112587705822845,0.06191605,0.2244485,3.1820767,2.8937542,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.01,32,87.976036,6.0579605,9.37955415101258,0.20728692,0.77792656,25.804796,21.428062,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.01,32,12.556486,2.0088246,3.5435132467313766,0.9799452,0.47169423,147.52176,78.13939,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.01,32,2.9900863,1.4615147,1.729186605621955,0.04000779,-5.035846,3.4049108,3.3285267,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.01,32,30.388792,2.542255,5.51260301835384,0.11590754,0.49461114,672.7803,8.61374,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.01,32,63.497234,3.8806624,7.968515190704126,0.060816474,0.25175017,3.5791702,3.2239437,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.001,16,96.529655,6.325721,9.82495065924216,0.21713012,0.7563351,25.928265,22.68976,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,16,13.682717,2.2604516,3.6990157235815073,1.0229487,0.42430878,162.19421,100.24244,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,16,0.6098001,0.50452477,0.7808969844521991,0.01806743,-0.23095429,1.1863196,1.1752024,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,16,29.210505,2.1983116,5.404674322460175,0.11363825,0.514207,667.4875,7.853655,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,16,62.185757,3.3470974,7.885794613312574,0.06018514,0.26720464,3.139719,2.8344297,9.212004,131.0256
